@relation credit6000_126
@attribute b0 real
@attribute b1 real
@attribute b2 real
@attribute b3 real
@attribute b4 real
@attribute b5 real
@attribute b6 real
@attribute b7 real
@attribute b8 real
@attribute b9 real
@attribute b10 real
@attribute b11 real
@attribute b12 real
@attribute b13 real
@attribute b14 real
@attribute b15 real
@attribute b16 real
@attribute b17 real
@attribute b18 real
@attribute b19 real
@attribute b20 real
@attribute b21 real
@attribute b22 real
@attribute b23 real
@attribute b24 real
@attribute b25 real
@attribute b26 real
@attribute b27 real
@attribute b28 real
@attribute b29 real
@attribute b30 real
@attribute b31 real
@attribute b32 real
@attribute b33 real
@attribute b34 real
@attribute b35 real
@attribute b36 real
@attribute b37 real
@attribute b38 real
@attribute b39 real
@attribute b40 real
@attribute b41 real
@attribute b42 real
@attribute b43 real
@attribute b44 real
@attribute b45 real
@attribute b46 real
@attribute b47 real
@attribute b48 real
@attribute b49 real
@attribute b50 real
@attribute b51 real
@attribute b52 real
@attribute b53 real
@attribute b54 real
@attribute b55 real
@attribute b56 real
@attribute b57 real
@attribute b58 real
@attribute b59 real
@attribute b60 real
@attribute b61 real
@attribute b62 real
@attribute b63 real
@attribute b64 real
@attribute c {2,1}
@data
4.6052,3.7136,26.26,5.5678,0.0,0.0,0.0,0.0,3.8871,0.0,0.0,16.257,0.0,0.0,0.0,6.918,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6151,0.6151,0.6151,0.0,0.6151,0.0,0.6151,4.6052,4.3123,4.3123,-25.39,64.47,1.0977,1.0,0.0,1.205,0.0,20.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,8.0,8.9872,0.0,8.9872,4.6151,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,26.54,5.5678,3.4928,0.0,0.0,2.3252,4.2862,0.0,0.0,29.543,0.0,2.4681,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3903,4.4433,-19.339,1000.0,1.0129,1.0,-1.7886,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.9957,0.0,2.8,7.9293,0.0,7.9337,4.6072,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,26.99,2.1531,4.0355,4.0679,4.5143,0.0,3.0535,0.0,-3.72,0.0,2.7485,4.5211,2.8326,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8765,4.1755,4.3796,-34.929,676.47,0.0,0.0,0.0,0.078,1.0,4.1678,3.0,0.0,0.0,0.0,0.0,0.0,4.382,0.0,8.0,9.0952,0.0,9.0948,4.6054,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,26.993,5.5678,4.3798,4.4929,0.0,0.0,5.1499,0.0,-19.113,0.0,3.9578,0.0,3.413,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4883,4.5767,4.6052,-2.806,12.17,0.0,1.0,0.0,0.39762,1.0,20.0,3.0,0.0,0.0,4.0,1.0,1.0,2.9957,0.0,7.5,8.9148,0.0,8.9227,4.6073,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,27.213,1.0,3.6269,4.1256,4.2448,0.0,3.5981,0.0,-48.613,0.0,4.9778,4.2489,4.6052,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4456,4.5116,4.5835,-8.935,21.76,1.1145,0.0,0.0,1.4228,1.0,5.3944,3.0,0.0,0.0,0.0,0.0,0.0,4.8675,0.0,6.0,8.6707,0.0,8.6878,4.5866,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,27.66,5.5678,3.32,0.0,4.4186,0.0,0.0,0.0,0.0,27.66,0.0,4.4186,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.2103,0.0,9.202,4.6151,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,28.24,5.5678,0.0,0.0,0.0,0.0,0.0,0.0,-11.91,0.0,0.0,0.0,0.0,6.9199,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.7428,-1.3714,0.0,50.0,0.0,4.6052,0.0,0.0,-100.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,6.5,8.7796,0.0,8.7664,4.6151,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,28.25,5.5678,0.0,0.0,0.0,0.0,0.0,0.0,-28.247,0.0,0.0,0.0,0.0,6.9365,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,4.6052,0.0,0.0,-100.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,6.1,8.716,0.0,8.702,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,29.23,1.1216,0.0,0.0,3.2453,0.0,3.434,0.0,0.0,18.89,0.0,3.2843,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0016,0.0016,0.0,0.0016,0.0,0.0035,0.0,4.1866,4.1866,-34.204,1000.0,1.009,1.0,0.0,1.018,0.0,20.0,3.0,0.001,0.11646,0.0,0.0,0.0,3.4012,0.0,3.0,7.996,0.0,7.9977,4.6049,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,29.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9058,0.0,6.9199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0158,3.5876,-79.594,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5735,0.0,7.583,4.588,0.0,2.3026,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,30.63,1.0,4.2964,4.1541,3.632,0.0,4.4735,0.0,0.0,19.477,5.2267,3.632,4.6052,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.4492,4.5167,-14.441,263.53,1.1281,1.0,-0.1473,0.0,1.0,4.4953,3.0,0.0,0.0,0.0,0.0,0.0,2.9957,0.0,8.0,9.1915,0.0,9.2066,4.5965,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,30.667,5.5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.6052,0.0,0.0,-100.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,49.0,0.0,0.0,4.5,8.4118,0.0,8.3912,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,31.31,1.0,3.6462,3.8003,0.0,0.0,4.1862,0.0,-12.77,0.0,5.2347,0.0,4.6052,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.2406,1.0,0.0,1.1636,1.0,20.0,3.0,0.0,0.0,4.0,0.0,0.0,2.9957,0.0,1.5,7.1796,0.0,7.3132,4.4829,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,31.35,5.5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.6052,0.0,0.0,-100.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,49.0,0.0,0.0,8.0,8.9872,0.0,8.9754,4.6151,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,31.55,5.5678,4.0263,3.5604,4.3633,0.0,4.3062,0.0,0.0,41.75,0.0,4.3833,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0314,0.0,-0.70635,0.0,0.0,14.533,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.4118,0.0,8.3942,4.6151,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,31.56,1.0,0.0,3.4497,0.0,0.0,3.7565,0.0,-34.45,0.0,0.0,3.5499,0.0,6.9189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7528,0.1705,0.0,0.7528,0.0,0.0,0.0,4.1225,4.6052,-38.287,1000.0,0.0,1.0,0.0,1.2612,0.0,20.0,3.0,0.026,1.6139,0.0,0.0,0.0,0.0,0.0,2.0,7.5752,0.0,7.5847,4.5897,0.0,2.3026,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,31.7,3.0448,3.7799,3.838,4.4109,0.0,3.4751,0.0,-5.233,0.0,0.0,4.4225,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1117,4.3251,-38.949,1000.0,0.0,0.0,0.0,0.2074,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.912,0.0,8.0,8.9777,0.0,8.9769,4.6057,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,31.92,5.5678,4.0053,3.9747,4.5483,0.0,3.823,0.0,0.0,3.307,0.0,4.5483,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.4905,44.994,1000.0,0.0,0.0,0.0,0.6935,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.2103,0.0,9.2009,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,32.04,5.5678,3.467,0.0,4.4557,0.0,0.0,2.3026,0.0,32.04,0.0,4.4557,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.3502,0.0,0.0,1.823,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.3132,0.0,7.2541,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,32.473,1.0,3.4446,3.4284,4.0514,0.0,0.0,2.8582,0.0,1.003,2.9544,4.0604,3.4991,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9836,4.0134,4.2458,-44.667,643.86,0.0,0.0,0.0,0.1664,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.2485,0.0,4.0,8.2695,0.0,8.2796,4.5908,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,33.02,4.4975,0.0,0.0,0.0,2.3022,0.0,2.4849,0.0,7.333,0.0,3.882,0.0,6.9209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.816,0.0,1.7345,1.7345,0.0,1.7345,0.0,3.816,0.0,4.1124,4.1124,-38.906,1000.0,1.6586,0.0,0.0,2.7509,0.0,20.0,3.0,0.108,1.1213,0.0,0.0,0.0,0.0,0.0,0.5,6.1336,0.0,6.1133,4.535,0.0,0.0,2.0,1.0,0.0,0.0,10.05,1
4.6052,3.7136,33.13,5.5678,4.0549,3.539,0.0,2.6025,4.548,0.0,0.0,46.493,4.0351,2.6027,4.0923,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0542,1.0,-0.9892,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.9957,0.0,2.9,7.9528,0.0,7.9678,4.5956,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,33.14,5.5678,3.5007,0.0,0.0,0.0,4.5994,0.0,0.0,31.343,0.0,0.0,0.0,6.9404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.9531,0.0,0.9128,50.0,0.0,4.6052,4.6052,4.6052,0.0,1000.0,0.0,1.0,0.0,1.0017,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.6009,0.0,7.5499,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,33.32,5.5678,3.5061,0.0,0.0,0.0,4.6047,0.0,0.0,33.317,0.0,0.0,0.0,6.9414,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,0.0,1.0,50.0,0.0,4.6052,4.6052,4.6052,0.0,1000.0,1.0595,1.0,0.0,1.1226,0.0,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,8.2941,0.0,8.2687,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,34.43,1.0,4.5299,4.5117,4.3136,0.0,4.8399,0.0,0.0,3.35,3.912,4.3487,3.6609,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4988,4.2855,4.4434,-27.363,447.89,0.0,1.0,-0.0334,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.4998,0.0,8.0,8.9681,0.0,8.9778,4.5962,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,34.94,5.5678,4.0522,3.6903,4.0728,0.0,4.735,0.0,0.0,34.937,0.0,4.0728,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0389,1.0,-0.28154,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.2941,0.0,8.2793,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,35.19,5.5678,3.5609,0.0,4.3713,0.0,3.2745,0.0,0.0,35.193,0.0,4.0928,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.404,4.404,-18.223,59.09,0.0,0.0,0.0,0.8178,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.4118,0.0,8.3941,4.6151,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,35.873,5.5678,0.0,0.0,0.0,2.8711,0.0,0.0,0.0,0.81,0.0,0.0,0.0,6.9512,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9032,50.0,3.2425,1.7456,0.0,3.0855,50.0,0.0,0.0,3.8834,3.9597,-13.975,1000.0,1.2398,1.0,0.0,0.9625,0.0,20.0,3.0,0.018,0.41575,0.0,0.0,0.0,0.0,0.0,2.0,7.5911,0.0,7.5566,4.6054,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,36.45,3.7178,4.3599,3.9549,4.4776,0.0,3.5721,0.0,0.0,52.123,4.3496,4.4895,4.2251,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3812,4.53,4.5625,-7.243,40.26,1.0074,0.0,-0.57374,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,3.6889,0.0,2.0,7.5512,0.0,7.5559,4.566,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,36.62,5.5678,3.6006,0.0,4.3175,0.0,3.5513,0.0,0.0,36.62,0.0,4.3175,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.4118,0.0,8.395,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,37.21,5.5678,4.3313,3.6382,4.4659,0.0,4.4175,0.0,0.0,76.047,0.0,4.4659,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.4799,4.5134,-11.772,58.22,0.0,0.0,-10.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.1591,0.0,9.1499,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,37.22,4.2283,3.1477,0.0,3.918,0.0,0.0,2.973,0.0,23.283,2.9611,3.918,3.6483,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8332,4.3803,4.3803,-20.142,289.35,1.1299,0.0,0.0,1.2766,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.9957,0.0,8.0,9.1003,0.0,9.0994,4.6105,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,37.887,1.0,3.8733,4.3004,4.4471,0.0,3.8521,0.0,-51.253,0.0,4.0592,4.4635,4.2009,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8219,4.3057,4.4426,-25.881,294.96,0.0,0.0,0.0,0.8218,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0943,0.0,3.0,7.9632,0.0,7.9775,4.5724,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,38.01,5.5678,3.6969,3.0038,4.202,0.0,3.4012,0.0,0.0,40.323,0.0,3.178,0.0,6.9219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3787,0.3419,0.3419,0.0,0.3419,0.0,1.3787,4.6052,4.2294,4.2938,-30.7,410.66,0.0,1.0,0.0,0.7845,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.2103,0.0,9.2036,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,38.58,5.197,3.3644,0.0,3.0238,0.0,3.9238,0.0,0.0,18.7,0.0,0.0,0.0,6.915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953,0.2305,0.1704,0.0,0.2305,0.0,0.3953,0.0,3.5724,3.8403,-64.398,1000.0,0.0,1.0,-0.343,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,3.4012,0.0,8.0,9.225,0.0,9.2281,4.61,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,38.82,5.1601,4.7117,4.5794,4.4872,0.0,5.0692,0.0,0.0,27.563,0.0,4.5321,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2417,4.4217,-30.477,1000.0,0.0,1.0,-0.26533,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.7005,0.0,2.5,7.7756,0.0,7.7878,4.5671,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,38.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7579,0.0,4.6052,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,4.4721,1.0,0.0,15.0,1.0,20.0,3.0,0.0,0.0,4.0,6.0,36.0,2.9957,0.0,8.0,9.1031,0.0,9.116,4.6024,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,39.663,5.5678,3.0367,0.0,3.912,0.0,0.0,2.5265,0.0,11.65,0.0,4.5187,0.0,6.9219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.827,0.0,0.6615,0.4591,0.0,0.6615,0.0,0.827,0.0,4.2722,4.3502,-28.318,1000.0,1.224,0.0,0.0,0.59635,0.0,20.0,3.0,0.00564,0.33935,0.0,0.0,0.0,0.0,0.0,5.5,8.6047,0.0,8.5958,4.6074,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,40.4,5.5678,3.3896,3.2642,0.0,0.0,4.4882,0.0,0.0,6.987,3.4735,0.0,4.1877,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.2047,4.2047,-33.001,202.18,0.0,1.0,0.0,0.9129,1.0,20.0,3.0,0.0,0.0,4.0,0.0,0.0,2.3026,0.0,8.0,9.2071,0.0,9.2103,4.6119,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,41.33,5.5678,4.0861,3.393,4.0821,0.0,4.4486,0.0,0.0,59.51,2.5619,4.0821,2.7184,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0357,1.0,-10.0,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,3.5,8.1568,0.0,8.1434,4.6114,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,42.29,5.5678,5.2815,5.0933,3.4673,0.0,6.1714,0.0,0.0,67.48,3.0374,3.6574,1.4711,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,0.0,1.0,-0.1538,0.0,1.0,6.4994,3.0,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,6.5,8.7763,0.0,8.7746,4.6119,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,43.01,5.5678,5.8309,5.8345,3.674,0.0,6.3999,0.0,-2.463,0.0,4.3833,3.674,2.5886,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,0.0,1.0,0.0,0.1304,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,8.0,9.2023,0.0,9.2064,4.6072,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,43.36,5.5678,3.7696,3.0765,0.0,2.9956,4.7013,0.0,0.0,43.363,0.0,0.0,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.4382,4.4382,-15.374,1000.0,0.0,1.0,0.0,0.8463,0.0,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.8,8.6656,0.0,8.6622,4.6151,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,43.89,5.5678,3.3047,0.0,4.4033,0.0,0.0,0.0,0.0,27.24,3.911,4.4033,4.1129,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.2693,0.0,0.0,1.6112,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,3.8,8.2295,0.0,8.221,4.602,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,45.14,5.5678,3.4196,0.0,4.2721,0.0,0.0,2.9957,0.0,30.557,3.7787,4.2721,4.1118,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.4454,4.4454,-14.768,1000.0,1.1221,0.0,0.0,1.2592,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.4012,0.0,2.5,7.8064,0.0,7.795,4.5976,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,45.93,5.5678,4.2612,3.8287,4.4746,0.0,4.4714,0.0,0.0,49.787,0.0,4.4746,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.3927,0.0,9.3853,4.6151,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
4.6052,3.7136,46.18,1.0,0.0,0.0,0.0,0.0,0.0,2.2976,-12.413,0.0,4.0767,2.2976,4.6052,6.9248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0101,2.5352,0.6549,0.0,2.5352,0.0,2.0101,3.9997,3.8464,4.0042,-53.177,453.25,1.1878,0.0,0.0,3.4399,1.0,19.733,3.0,0.00882,1.9704,0.0,0.0,0.0,2.9957,0.0,6.8,8.8087,0.0,8.8202,4.5993,0.0,2.3026,1.0,1.0,0.0,0.0,10.05,2
